bacon.rind,1
stilton,9
low.fat.vanilla.ice.cream,1
beef.drippings,12
scrod,1
veal.kidneys,1
poundcake,1
strawberry.yogurt,1
india.pale.ale,1
shaved.chocolate,1
meringue.nests,4
lamb.bouillon.cube,1
toffee.sauce,2
fine.grain.salt,1
beef.kidney,5
veal.bones,1
truffle.butter,1
porridge.oats,5
goose.liver,1
wine.syrup,1
skinless.haddock,1
chocolate.covered.english.toffee,3
citrus.peel,1
coffee.extract,1
sparkling.rose.wine,1
gelatin.sheet,1
vanilla.custard,1
kippered.herring.fillets,1
sodium.reduced.beef.broth,1
seville.oranges,1
english.walnuts,1
gravy.granules,2
au.jus.gravy,1
custard.dessert.mix,1
branston.pickle,1
bran.flakes,1
orange.roughy,1
granary.bread,1
standing.rib.roast,1
benedictine,1
swede,2
topside.steak,1
crumpet,1
lamb.kidneys,1
powdered.sugar.icing,1
kippers,1
mincemeat.pie.filling,1
semisweet.vegan.chocolate.chips,1
strip.loin,1
cox.s.orange.pippin,1
light.lager,2
skinless.cod.fillets,1
fruitcake,1
milk.chocolate.pieces,1
pam.cooking.spray,1
double.crust,1
blackberry.brandy,1
low.sodium.beef.bouillon.granules,1
dipping.chocolate,1
ground.nuts,1
red.currants,1
tart.filling,1
smoked.mackerel,1
elderflower.cordial,1
sweet.white.wine,1
rum.raisin.ice.cream,1
pippin.apples,1
brown.sauce,1
minced.lean.steak,1
mashed.cauliflower,1
cold.coffee,1
carnation.condensed.milk,1
soft.margarine,1
cumberland.sausage,1
colman.s.mustard.powder,1
puff.paste,1
