guinness.lager,1
soda.bread,5
kerrygold.pure.irish.butter,3
prepared.coleslaw,1
black.pudding,2
pinhead.oatmeal,1
cereal,1
morsels,1
scones,1
savoy.cabbage.leaves,1
irish.bacon,7
instant.pudding.mix,2
chicken.gravy.mix,2
chocolate.cookie.crumbs,1
superfine.white.sugar,1
kumquats.in.syrup,1
maraschino,1
fillet.medallions,1
dried.strawberries,1
vegan.bouillon.cubes,1
chocolate.candy,1
caraway,1
cipollini,1
frozen.mashed.potatoes,1
porter,1
irish.red.ale,2
butterscotch.filling,1
mint.chocolate.chip.ice.cream,1
jimmies,1
gluten.free.broth,1
irish.oats,1
table.wine,1
jameson.whiskey,1
graham.flour,1
young.nettle,1
challenge.butter,1
