lemon.olive.oil,1
egg.bread,4
light.margarine,1
light.tuna,1
food.paste.color,2
whole.wheat.english.muffins,1
roquefort,2
brioche.bread,2
lillet,1
fish.bones,1
plain.chocolate,1
rouille,6
st.germain.liqueur,1
knockwurst,4
pinot.blanc,2
pekin.duck.breast.halves,1
tart.cherries,2
cantal,3
large.snails,1
snail.shells,4
ocean.perch,1
pate.brisee,1
genoise,1
chocolate.mousse,2
goose.fat,4
haricot.beans,1
basil.olive.oil,1
saba,1
fowl,1
redcurrant.jelly,1
guinea.hens,2
rendered.duck.fat,4
fuji.apples,1
white.tuna,1
coulis,2
pastis,2
rock.cornish.game.hens,1
osetra.caviar,1
dark.creme.de.cacao,1
blueberry.pie.filling,1
leg.of.veal,1
oil.of.orange,1
beaujolais,2
escargot,4
red.anjou.pears,1
glace.de.viande,2
lavender.honey,1
camembert,4
cross.rib.roast,1
macarons,1
boned.duck.breast.halves,2
malted.milk.powder,1
icing.mix,1
poured.fondant,1
food.gel,1
crabapples,1
ducklings,2
less.sodium.reduced.fat.ham,1
burgundy.snails,1
accompaniment,1
skinned.boned.duck.breast.halves,1
smoked.trout.fillets,3
foie.gras.terrine,2
cabernet,1
frangipane,2
oat.groats,1
toulouse.sausage,1
instant.chicken.bouillon.granules,1
pumpernickel,1
jambon.de.bayonne,1
veal.breast,2
nonfat.block.cream.cheese,1
creme.de.framboise,1
mineral.water,1
lemon.verbena,1
pernod.liqueur,1
duck.liver,3
pastry.tart.shell,1
english.breakfast.tea.bags,1
dried.lavender.blossoms,4
squid.tube,1
buckwheat.honey,1
garbanzo.bean.flour,1
teff,1
psyllium.husks,1
gluten.free.oat,1
helix.snails,3
toast.points,2
canned.snails,3
lemon.vodka,1
pink.food.coloring,1
chocolate.sticks,1
veal.knuckle,2
fat.free.parmesan.cheese,1
unsmoked.bacon,2
goose,1
cassis.liqueur,1
peppermint.schnapps,1
kamut.flour,1
low.fat.coffee.ice.cream,2
beef.shin,1
organic.butter,1
pansies,1
tartlet.shells,2
crusty.whole.wheat.toast,1
water.crackers,1
apricot.jelly,1
sliced.beets,1
char.fillets,2
cipollini.onions,2
skinless.mahi.mahi.fillets,1
raclette,2
boneless.magret.duck.breast.halves,1
marrons.glaces,1
extra,1
stellette,1
flageolet,3
flower.petals,1
boned.skinned.duck.breast.halves,1
raspberry.fruit.spread,1
benne.seed,1
muscovy,1
caramel.flavored.syrup,1
banana.extract,1
cinnamon.ice.cream,1
truffle.puree,1
meat.glaze,2
smoked.whitefish,1
purple.potatoes,1
hen.of.the.woods,1
mousse,1
chambord.liqueur,1
winter.savory,1
pistou,3
hyssop,1
culinary.lavender,1
unsweetened.baking.chocolate,1
almond.syrup,1
lady.apples,1
raspberry.lambic,1
low.fat.turkey.kielbasa,1
lavender.flowers,1
young.leeks,1
sherbet,1
candied.chestnuts,1
salted.anchovies,1
cheese.curds,1
castelvetrano.olives,1
violets,1
reblochon,2
liver.sausage,1
black.sea.bass,1
beurre.manie,2
muscadet,1
reduced.sodium.chicken.flavor.stuffing.mix,1
malt.powder,1
pork.loin.rib.chops,1
black.cherries,1
amarena.cherries,1
edible.gold.leaf,1
conger.eel,1
swiss,1
snow.crab,1
spot.prawns,1
hachiya,1
peanut.butter.chips,1
praline,1
samphire,1
cannelloni,1
hogue.cabernet.sauvignon,1
framboise.liqueur,1
frozen.sweetened.raspberries,1
poolish,1
soft.shelled.crabs.1,1
glucose,1
chateaubriand,1
crushed.peppercorn,1
cortland.apples,1
madeleine,1
cherry.vinegar,1
puff.pastry.cups,1
aquavit,1
cooked.deli.ham,1
pike,1
low.fat.deli.ham,1
frankfurters,1
boneless.duck.breast.halves,1
dried.lavender.flowers,1
cherry.vanilla.ice.cream,1
whole.wheat.peasant.bread,1
chocolate.flavored.liqueur,1
