instant.butterscotch.pudding.mix,1
pecan.pie,1
mccormick.parsley.flakes,2
crystal.farms.butter,2
crystal.farms.shredded.gouda.cheese,1
butter.crackers,3
baby.beets,1
cola.soft.drink,4
vanilla.cream,2
sack,2
hominy.grits,4
buttermilk.biscuits,12
orange.pekoe.tea,1
non.dairy.margarine,1
pecan.meal,1
swiss.steak,1
stick.butter,1
sorghum.syrup,5
cherry.gelatin,2
dark.ale,1
roasted.ground.cumin,1
peaches.in.heavy.syrup,6
mccormickR.pure.vanilla.extract,1
perch.fillets,1
sorghum,2
crushed.pretzels,2
collards,14
nilla.wafers,10
peach.puree,1
white.corn.syrup,4
chicken.gravy,2
crystal.farmsR.shredded.cheddar.cheese,1
old.fashioned.stone.ground.grits,1
maple.flavored.extract,1
whole.crab,1
nonhydrogenated.margarine,1
gluten.free.chicken.broth,1
gluten.free.baking.powder,1
hidden.valleyR.original.ranchR.spicy.ranch.dressing,1
seafood.breader,1
grit.quick,8
cream.ic.peach,2
citrus.slices,2
wildflower.honey,3
buttermilk.ranch.dressing,1
mild.sausage,1
graham.cracker.pie.crust,2
marshmallow.vodka,1
gluten.free.rolled.oats,1
corn.muffin,1
high.fructose.corn.syrup,1
vanilla.glaze,1
leek.tops,1
freeze.dried.strawberries,1
sorghum.molasses,1
butter.flavor.vegetable.shortening,1
vegetable.gumbo.mixture,1
smoked.pork.neck.bones,3
sheepshead,1
soft.sandwich.rolls,2
lipton.recip.secret.golden.onion.soup.mix,1
green.tomato.relish,1
sundae.syrup,3
blackstrap.molasses,2
crumb.crust,2
low.fat.graham.cracker.crumbs,1
vanilla.bean.ice.cream,3
barbecue.seasoning,1
sweet.tea,6
candied.bacon,1
pot.pie,1
pie.filling,6
southern.comfort.liqueur,2
iced.tea,2
honey.liqueur,1
clover.honey,3
back.ribs,1
marshmallow.fluff,1
smoked.bratwurst,1
nonfat.vanilla.frozen.yogurt,3
buttermilk.self.rising.white.cornmeal.mix,1
energy.drink,1
cola.flavored.carbonated.beverage,1
ground.sumac,2
red.grapefruit.juice,1
schnapps,1
honey.graham.crackers,1
vanilla.almondmilk,1
crumb.topping,3
white.frostings,4
root.beer,1
melted.fat,1
pam.no.stick.cooking.spray,1
jimmy.dean.pork.sausage,1
peach.pie.filling,3
peaches.in.light.syrup,2
herb.seasoned.stuffing,2
medium.cheddar.cheese,1
evapor.low.fat.milk,1
thickeners,2
chicken.flavor.stuffing.mix,2
herb.seasoned.stuffing.mix,2
reduced.fat.whipped.topping,2
mint.extract,1
jose.cuervo,1
X33..less.sodium.cooked.ham,1
diet.dr..pepper,2
no.calorie.sweetener,1
southern.comfort,6
boursin,1
turbot.fillets,1
ladys.house.seasoning,1
clementine.sections,1
margarine.spread,1
royal.baking.powder,1
olive.oil.mayonnaise,2
whole.wheat.sandwich.bread,1
double.smoked.bacon,1
caramel.ice.cream.topping,4
chocolate.sandwich.cookies,2
karo.syrup,2
texas.pete.hot.sauce,2
dr..pepper,2
frozen.blackberries,2
unsweetened.iced.tea,1
fisher.pecans,1
quick.cooking.hominy.grits,2
hard.cheese,1
frozen.cranberry.juice.concentrate,1
boneless.moulard.duck.breast.halves,1
kielbasa..not.low.fat.,1
instant.tapioca,3
italian.seasoned.panko.bread.crumbs,1
instant.banana.cream.pudding,1
creamy.gravy,1
earth.balance.natural.buttery.spread,1
sucralose.sweetener,1
cream.of.tomato.soup,1
breyersR.natural.vanilla.ice.cream,2
butter.extract,4
and.carrot.green.pea,1
crumbled.corn.bread,1
coconut.chips,1
sports.drink,1
chicken.pan.drippings,1
lemon.pudding,1
heinz.ketchup,1
granular.no.calorie.sucralose.sweetener,1
crushed.peppermint.candy,1
ornamental.kale,1
roasted.bell.peppers,1
peach.juice,2
glucose.syrup,1
gravy.master,2
deviled.ham,1
reduced.fat.cream.of.mushroom.soup,1
strawberry.extract,1
multigrain.cereal,1
smoked.hog.jowl,1
house.seasoning,1
baby.okra,1
butter.pecan.ice.cream,2
honey.whiskey,1
mesquite.flavored.seasoning.mix,1
karo.corn.syrup,1
toffee.bits,2
cake.mix.or.white.yellow,1
fisher.pecan.halves,1
white.grapefruit.juice,1
strawberry.gelatin,1
poppy.seed.dressing,2
sweetbreads,2
sloe.gin,1
galliano,1
wholesome.sweeteners.organic.sugar,1
gluten.free.cornmeal,2
gluten.free.pie.crust,1
fine.grind.white.cornmeal,1
butter.cake,1
better.than.bouillon.chicken.base,1
sweet.pickle.juice,1
anise.liqueur,1
low.sodium.jarred.chicken.soup.base,1
celery.tops,1
chicken.heart,1
peanut.brittle,1
whole.baby.okra,1
chocolate.frosting,1
english.breakfast.tea.leaves,1
jamon.serrano,1
gluten.free.bread,1
instant.oats,1
white.baking.bar,2
moonshine,1
condensed.cream.of.broccoli.soup,1
muscadine.grapes,2
milk.chocolate.kisses,1
rustic.rub,2
branca.menta,1
kraft.extra.sharp.cheddar.cheese,1
frozen.cherries,1
heath.candy.bars,1
chocolate.graham.cracker.crumbs,1
mint.syrup,1
fryers,1
low.fat.sharp.cheddar.cheese,1
lipton.tea.bags,2
nondairy.whipped.topping,1
truviaR.baking.blend,1
fudge.cake.mix,1
praline.syrup,1
salt.free.herb.seasoning,1
au.jus.gravy.mix,2
jack.daniels.whiskey,1
everglades.seasoning,1
cornbread.crumbs,1
nielsen.massey.vanilla.extract,1
organic.buttermilk,1
apple.slice,1
frozen.onion.rings,1
verjuice,1
red.velvet.cake.mix,1
tupelo.honey,1
rub.seasoning,1
gluten.free.barbecue.sauce,1
baking.sugar,1
bourbon.liqueur,1
less.sodium.fat.free.chicken.broth,1
one.third.less.sodium.chicken.broth,1
process.cheese.spread,2
american.cheese.food,1
vanilla.cake.mix,1
reduced.sodium.smoked.ham,1
lemon.cake.mix,1
country.gravy,1
straight.bourbon.whiskey,1
yoplait,1
white.lily.flour,2
semi.sweet.mini.chocolate.chips,1
crisco.pure.vegetable.oil,1
eggnog,1
celery.powder,1
chowchow,1
banana.puree,1
lipton.onion.soup.mix,1
light.whipping.cream,1
reduced.sugar.ketchup,1
seasoned.panko.bread.crumbs,1
garlic.pepper.blend,1
low.fat.vanilla.wafers,1
success.white.rice,1
george.dickel,1
coconut.syrup,1
madagascar.bourbon.vanilla.extract,1
powdered.egg.whites,1
cooki.vanilla.wafer,1
caramel.syrup,1
unsalted.pecans,1
jagermeister.liqueur,1
vanilla.low.fat.frozen.yogurt,1
cinnamon.hot.candy,1
whipped.dessert.topping,1
chocolate.extract,1
chocolate.graham.crackers,1
praline.topping,1
makers.mark.whisky,1
ranch.style.seasoning,1
orange.glaze,1
cholesterol.free.egg.substitute,1
liptonR.iced.tea.brew.family.size.tea.bags,1
